# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam	/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam	/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam	/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam	/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam	/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam
SAOUHSC_02326	NC_007795.1	2157710	2157802	-	93	18	2	14	4	13	12
SAOUHSC_02327	NC_007795.1	2158348	2159220	-	873	15854	4764	13824	23508	18227	25457
SAOUHSC_02328	NC_007795.1	2159306	2159947	-	642	219	56	236	169	329	159
SAOUHSC_02329	NC_007795.1	2159949	2160740	-	792	188	47	163	164	259	168
SAOUHSC_02330	NC_007795.1	2160724	2161554	-	831	198	38	150	151	199	204
SAOUHSC_02331	NC_007795.1	2161547	2162236	-	690	123	11	106	148	178	188
SAOUHSC_02332	NC_007795.1	2162336	2162467	-	132	14	8	5	22	11	27
SAOUHSC_02333	NC_007795.1	2162622	2163317	-	696	141	18	152	79	221	52
SAOUHSC_02334	NC_007795.1	2163706	2164101	-	396	351	58	387	487	565	499
SAOUHSC_02335	NC_007795.1	2164232	2164735	+	504	365	253	334	1682	525	2460
SAOUHSC_02336	NC_007795.1	2164794	2165234	-	441	6226	2961	4507	9621	5943	12658
SAOUHSC_02337	NC_007795.1	2165268	2166533	-	1266	18165	8548	13428	27361	16580	33479
SAOUHSC_02338	NC_007795.1	2166644	2166877	-	234	1465	71	1169	2602	1263	2975
SAOUHSC_02339	NC_007795.1	2167009	2167101	-	93	22	5	9	20	16	29
SAOUHSC_02340	NC_007795.1	2167439	2167843	-	405	9103	7993	7785	19205	11188	27740
SAOUHSC_02341	NC_007795.1	2167863	2169275	-	1413	25043	33124	20603	51390	29994	66276
SAOUHSC_02343	NC_007795.1	2169297	2170163	-	867	15027	8762	13030	33069	17482	50147
SAOUHSC_02345	NC_007795.1	2170194	2171702	-	1509	21428	17482	15643	43328	22475	51848
SAOUHSC_02346	NC_007795.1	2171724	2172263	-	540	7056	2898	5911	14920	7833	22760
SAOUHSC_02347	NC_007795.1	2172263	2172784	-	522	8655	7891	6345	18006	9141	19831
SAOUHSC_02349	NC_007795.1	2172982	2173194	-	213	6121	6801	4140	12574	6028	20871
SAOUHSC_02350	NC_007795.1	2173237	2173965	-	729	10677	6479	7811	25637	11336	30548
SAOUHSC_02351	NC_007795.1	2173986	2174438	-	453	4986	992	4438	13913	6280	18559
SAOUHSC_02352	NC_007795.1	2174506	2175633	-	1128	13326	9950	10285	31067	16176	33843
SAOUHSC_02353	NC_007795.1	2175657	2176286	-	630	6276	3456	4713	15666	7631	13895
SAOUHSC_02354	NC_007795.1	2176314	2177552	-	1239	16994	18917	12641	42827	19684	45670
SAOUHSC_02355	NC_007795.1	2177579	2178103	-	525	5617	13529	4216	15559	6505	22029
SAOUHSC_02356	NC_007795.1	2178210	2178629	-	420	615	74	729	606	781	880
SAOUHSC_02357	NC_007795.1	2178626	2179723	-	1098	923	204	907	1283	1150	1494
SAOUHSC_02358	NC_007795.1	2179756	2180508	-	753	6230	1080	6422	6168	7145	5519
SAOUHSC_02359	NC_007795.1	2180579	2181655	-	1077	6337	1347	6833	5474	7423	5494
SAOUHSC_02360	NC_007795.1	2181656	2182255	-	600	3273	234	3424	2398	3775	2241
SAOUHSC_02361	NC_007795.1	2182602	2182856	-	255	40267	2612	41910	18056	54754	11334
SAOUHSC_02362	NC_007795.1	2182974	2184290	-	1317	17380	3424	17699	21005	18135	23222
SAOUHSC_02363	NC_007795.1	2184537	2185964	-	1428	15021	14127	11724	30802	15795	37693
SAOUHSC_02364	NC_007795.1	2186202	2186537	-	336	35987	731	41365	6589	45428	8079
SAOUHSC_02365	NC_007795.1	2186626	2187885	-	1260	39805	2174	41318	12281	43566	16543
SAOUHSC_02366	NC_007795.1	2188351	2189211	-	861	23982	5884	25769	29176	31681	22074
SAOUHSC_02367	NC_007795.1	2189429	2189950	+	522	552	84	514	1342	783	1248
SAOUHSC_02368	NC_007795.1	2190059	2191669	-	1611	6318	2883	5531	10513	6501	12896
SAOUHSC_02369	NC_007795.1	2192005	2192535	-	531	9158	939	10235	8189	12681	10140
SAOUHSC_02370	NC_007795.1	2192647	2193507	-	861	1095	216	858	1887	1244	1254
SAOUHSC_02371	NC_007795.1	2193931	2194734	+	804	2088	552	1708	2000	2049	2254
SAOUHSC_02372	NC_007795.1	2194864	2195535	-	672	5376	547	5556	4655	6394	4973
SAOUHSC_02373	NC_007795.1	2195934	2197127	-	1194	2811	486	2253	2871	2861	3916
SAOUHSC_02374	NC_007795.1	2197127	2198311	-	1185	2187	781	1492	2726	1772	3802
SAOUHSC_02375	NC_007795.1	2198622	2199092	+	471	1182	922	847	3393	1407	4700
SAOUHSC_02376	NC_007795.1	2199244	2199594	-	351	20852	392	20636	3696	29210	3463
SAOUHSC_02377	NC_007795.1	2199608	2200909	-	1302	62726	2924	60511	10170	74938	15289
SAOUHSC_02378	NC_007795.1	2200893	2201021	+	129	12	0	15	1	16	0
SAOUHSC_02379	NC_007795.1	2201188	2201850	-	663	15999	2563	12929	4842	18745	6154
SAOUHSC_02380	NC_007795.1	2202165	2202875	+	711	1136	931	613	6580	1272	6397
SAOUHSC_02381	NC_007795.1	2202996	2203439	-	444	360142	1537	359897	12976	503036	10782
SAOUHSC_02382	NC_007795.1	2203639	2204052	-	414	572	255	358	1809	601	3349
SAOUHSC_02383	NC_007795.1	2204510	2205883	-	1374	4057	536	3734	6625	5133	8805
SAOUHSC_02384	NC_007795.1	2206555	2206785	-	231	656	159	554	987	771	1351
SAOUHSC_02385	NC_007795.1	2206816	2207673	-	858	1455	740	1200	3938	1650	6407
SAOUHSC_02386	NC_007795.1	2207609	2207833	-	225	223	33	214	649	238	1075
SAOUHSC_02387	NC_007795.1	2208190	2208855	-	666	1011	2680	700	5183	895	8204
SAOUHSC_02388	NC_007795.1	2209007	2209327	+	321	2673	23	2026	302	2220	397
SAOUHSC_02389	NC_007795.1	2209329	2210309	+	981	9643	153	8201	1541	9055	1772
SAOUHSC_02390	NC_007795.1	2210575	2211666	+	1092	4975	1015	4500	14410	6102	20633
SAOUHSC_02391	NC_007795.1	2212109	2212213	-	105	3697	4030	1976	12619	4632	6265
SAOUHSC_02393	NC_007795.1	2212900	2214036	-	1137	198	130	221	1120	294	1730
SAOUHSC_02394	NC_007795.1	2214325	2214417	+	93	1	0	6	1	2	0
SAOUHSC_02396	NC_007795.1	2215122	2215979	-	858	2090	786	1604	3747	2645	4934
SAOUHSC_02397	NC_007795.1	2216047	2216829	-	783	902	602	788	1646	1014	2765
SAOUHSC_02399	NC_007795.1	2217061	2218866	-	1806	12251	1279	11494	9363	17604	9944
SAOUHSC_02400	NC_007795.1	2219547	2221085	+	1539	2528	520	1619	5154	2056	2221
SAOUHSC_02401	NC_007795.1	2221120	2223252	+	2133	3188	1474	1711	6564	2206	8158
SAOUHSC_02402	NC_007795.1	2223264	2223698	+	435	967	1844	533	2799	725	3157
SAOUHSC_02403	NC_007795.1	2223698	2224804	+	1107	2331	1194	1215	6523	1810	6982
SAOUHSC_02404	NC_007795.1	2225123	2232559	-	7437	3841	265	3952	1569	5697	1638
SAOUHSC_02405	NC_007795.1	2232836	2234191	-	1356	8758	1632	9802	7922	12153	8985
SAOUHSC_02406	NC_007795.1	2234218	2235150	-	933	3464	224	3783	3005	4533	2719
SAOUHSC_02407	NC_007795.1	2235152	2235961	-	810	3093	245	3029	3223	3842	3370
SAOUHSC_02409	NC_007795.1	2236150	2237058	-	909	2154	1546	1009	6500	2016	11451
SAOUHSC_02410	NC_007795.1	2237284	2238603	+	1320	399	30	384	760	592	629
SAOUHSC_02411	NC_007795.1	2238622	2238726	+	105	34	9	18	19	35	41
SAOUHSC_T00037	NC_007795.1	2238714	2238789	-	76	11	2	4	1	10	1
SAOUHSC_02412	NC_007795.1	2238752	2238868	-	117	0	0	0	0	0	0
SAOUHSC_T00017	NC_007795.1	2238793	2238867	-	75	0	0	0	0	0	0
SAOUHSC_T00058	NC_007795.1	2238877	2238960	-	84	270	82	246	124	362	49
SAOUHSC_T00061	NC_007795.1	2238990	2239065	-	76	431	29	398	82	396	67
SAOUHSC_T00020	NC_007795.1	2239073	2239144	-	72	25	19	11	12	32	1
SAOUHSC_T00010	NC_007795.1	2239146	2239220	-	75	113	54	106	67	134	30
SAOUHSC_R00015	NC_007795.1	2239231	2239345	-	115	2	4	0	4	8	0
SAOUHSC_R00010	NC_007795.1	2239418	2242340	-	2923	1877	2501	738	1409	1799	1023
SAOUHSC_T00029	NC_007795.1	2242631	2242707	-	77	799	450	1523	546	3278	564
SAOUHSC_R0005	NC_007795.1	2242800	2244356	-	1557	174	820	72	378	329	224
SAOUHSC_02416	NC_007795.1	2244539	2244724	-	186	3	1	18	7	22	4
SAOUHSC_02417	NC_007795.1	2244813	2245879	-	1067	6378	1442	7428	5954	8500	6481
SAOUHSC_02418	NC_007795.1	2246027	2247469	-	1443	4866	705	5917	4383	6317	5629
SAOUHSC_02419	NC_007795.1	2247791	2248264	-	474	677	49	1207	1215	1129	1500
SAOUHSC_02420	NC_007795.1	2248363	2249706	-	1344	3015	210	4158	1642	4182	1627
SAOUHSC_02422	NC_007795.1	2249883	2250566	-	684	4705	387	4662	3868	5688	3408
SAOUHSC_02423	NC_007795.1	2250585	2251772	-	1188	14205	2001	14409	10326	16151	9726
SAOUHSC_02424	NC_007795.1	2251816	2252331	-	516	4602	195	4387	3922	5453	3916
SAOUHSC_02425	NC_007795.1	2252508	2252768	+	261	15170	1974	7973	20772	13768	23114
SAOUHSC_02426	NC_007795.1	2252900	2254093	-	1194	8476	367	17774	667	15672	1530
SAOUHSC_02427	NC_007795.1	2254506	2255474	-	969	2432	175	2836	1003	3723	1345
SAOUHSC_02428	NC_007795.1	2255471	2256502	-	1032	1962	156	2042	813	2693	1231
SAOUHSC_02430	NC_007795.1	2256514	2257497	-	984	7106	201	9921	3137	12315	4201
SAOUHSC_02432	NC_007795.1	2257663	2257788	+	126	14	0	13	4	13	3
SAOUHSC_02433	NC_007795.1	2257889	2258959	-	1071	1043	212	945	2001	1375	1807
SAOUHSC_02434	NC_007795.1	2258966	2260723	-	1758	2658	1869	2185	4747	2994	5239
SAOUHSC_02435	NC_007795.1	2260710	2261903	-	1194	366	35	351	301	590	498
SAOUHSC_02436	NC_007795.1	2262005	2263981	+	1977	3171	243	4385	2091	4521	2694
SAOUHSC_02437	NC_007795.1	2264437	2265849	+	1413	144	8	163	57	237	63
SAOUHSC_02441	NC_007795.1	2266097	2266606	-	510	100661	81011	61995	379703	98781	522669
SAOUHSC_02442	NC_007795.1	2266669	2266908	-	240	15522	70801	10395	70570	14528	86270
SAOUHSC_02443	NC_007795.1	2266921	2267457	-	537	46257	33861	24917	171254	37458	244412
SAOUHSC_02444	NC_007795.1	2267632	2269194	-	1563	11007	12633	6485	45501	8366	51592
SAOUHSC_02445	NC_007795.1	2269501	2270502	-	1002	1281	653	1196	1528	1820	1781
SAOUHSC_02447	NC_007795.1	2270736	2271737	-	1002	4638	1637	2783	5677	6111	5844
SAOUHSC_02448	NC_007795.1	2272020	2272904	-	885	1082	318	731	2143	1291	2861
SAOUHSC_02449	NC_007795.1	2273155	2274567	-	1413	2191	144	1591	477	2879	471
SAOUHSC_02450	NC_007795.1	2274585	2276297	-	1713	1391	66	753	204	1363	165
SAOUHSC_02451	NC_007795.1	2276303	2276614	-	312	299	11	146	14	277	34
SAOUHSC_02452	NC_007795.1	2276636	2277616	-	981	725	8	326	40	641	36
SAOUHSC_02453	NC_007795.1	2277620	2278552	-	933	738	13	327	37	648	40
SAOUHSC_02454	NC_007795.1	2278565	2279080	-	516	384	0	186	23	314	16
SAOUHSC_02455	NC_007795.1	2279096	2279524	-	429	331	4	192	14	317	10
SAOUHSC_02456	NC_007795.1	2279892	2280683	-	792	1074	298	956	2281	1606	2853
SAOUHSC_02457	NC_007795.1	2280889	2281629	+	741	1205	309	1013	1218	1733	1290
SAOUHSC_A02331	NC_007795.1	2281666	2281827	+	162	8	0	7	6	15	7
SAOUHSC_02458	NC_007795.1	2281920	2282528	-	609	74	35	96	202	112	375
SAOUHSC_02459	NC_007795.1	2282790	2282915	-	126	10	4	31	85	31	196
SAOUHSC_02460	NC_007795.1	2283135	2283983	-	849	1392	459	1153	2941	2026	3800
SAOUHSC_02461	NC_007795.1	2284053	2284469	-	417	261	47	227	918	428	1084
SAOUHSC_02462	NC_007795.1	2284713	2284880	+	168	8	0	16	10	16	28
SAOUHSC_02463	NC_007795.1	2284877	2287300	+	2424	921	156	978	808	1387	1154
SAOUHSC_02464	NC_007795.1	2287360	2288214	-	855	872	265	762	1057	1105	1618
SAOUHSC_02465	NC_007795.1	2288425	2289240	-	816	494	99	339	882	564	967
SAOUHSC_02467	NC_007795.1	2290323	2291027	-	705	699	69	740	688	1097	459
SAOUHSC_02468	NC_007795.1	2291064	2292728	-	1665	1193	275	1239	1114	1753	1046
SAOUHSC_02469	NC_007795.1	2292961	2293200	+	240	27	5	23	23	61	38
SAOUHSC_02470	NC_007795.1	2293182	2293364	-	183	107	133	78	586	123	903
SAOUHSC_02471	NC_007795.1	2293918	2295324	-	1407	1458	317	1920	1350	1919	2537
SAOUHSC_02472	NC_007795.1	2295453	2296589	-	1137	1415	238	1606	2037	1830	2479
SAOUHSC_02473	NC_007795.1	2296590	2296682	-	93	0	0	0	0	0	0
SAOUHSC_02474	NC_007795.1	2296639	2297334	-	696	1693	710	1567	2041	2162	3568
SAOUHSC_02475	NC_007795.1	2297395	2297688	-	294	324	50	364	458	346	1041
SAOUHSC_02476	NC_007795.1	2297685	2298782	-	1098	155	75	173	401	227	636
SAOUHSC_02477	NC_007795.1	2299327	2299725	-	399	48167	15493	38554	32224	52747	27692
SAOUHSC_02478	NC_007795.1	2299739	2300176	-	438	44439	2942	35612	20881	40819	24566
SAOUHSC_02480	NC_007795.1	2300416	2301219	-	804	2746	499	2192	3141	2940	3795
SAOUHSC_02481	NC_007795.1	2301224	2302030	-	807	1534	501	1237	2087	1690	2605
SAOUHSC_02482	NC_007795.1	2302020	2302880	-	861	2245	561	1796	3600	2399	4403
SAOUHSC_02483	NC_007795.1	2302877	2303686	-	810	1434	959	968	3029	1479	3962
SAOUHSC_02484	NC_007795.1	2304224	2304592	-	369	28639	5708	26172	19186	34579	16525
SAOUHSC_02485	NC_007795.1	2304609	2305553	-	945	99139	23737	95558	68233	115244	78833
SAOUHSC_02486	NC_007795.1	2305628	2306017	-	390	32737	8646	25601	22619	35733	18515
SAOUHSC_02487	NC_007795.1	2306041	2306406	-	366	32562	11119	28093	22584	35810	37928
SAOUHSC_02488	NC_007795.1	2306429	2306542	-	114	14236	3111	16886	10137	15826	30820
SAOUHSC_02489	NC_007795.1	2306574	2306792	-	219	19009	1799	16560	13363	22144	15832
SAOUHSC_02490	NC_007795.1	2306985	2307632	-	648	69056	20267	63401	52553	77681	59627
SAOUHSC_02491	NC_007795.1	2307649	2308941	-	1293	105002	23094	91586	87587	120993	123001
SAOUHSC_02492	NC_007795.1	2308941	2309381	-	441	32804	24013	26045	29252	37302	26961
SAOUHSC_02493	NC_007795.1	2309398	2309577	-	180	20610	3077	20654	15450	23798	31124
SAOUHSC_02494	NC_007795.1	2309594	2310094	-	501	50047	31900	42404	39191	56635	52507
SAOUHSC_02495	NC_007795.1	2310115	2310474	-	360	36032	7096	34837	28329	41973	57331
SAOUHSC_02496	NC_007795.1	2310505	2311041	-	537	39745	5471	32003	29676	45054	28348
SAOUHSC_02498	NC_007795.1	2311066	2311464	-	399	33239	6919	35041	27199	44588	46751
SAOUHSC_02499	NC_007795.1	2311496	2311681	-	186	18204	2437	17782	13641	23571	23838
SAOUHSC_02500	NC_007795.1	2311704	2312243	-	540	42118	10426	38167	30322	51499	50371
SAOUHSC_02501	NC_007795.1	2312270	2312587	-	318	37352	9938	35870	25169	43709	47202
SAOUHSC_02502	NC_007795.1	2312623	2312991	-	369	38786	12139	33048	25773	48212	33650
SAOUHSC_02503	NC_007795.1	2313023	2313286	-	264	26238	2285	24221	18354	30600	28715
SAOUHSC_02504	NC_007795.1	2313310	2313519	-	210	13433	1720	13233	9254	16698	15167
SAOUHSC_02505	NC_007795.1	2313509	2313943	-	435	40335	15549	31843	25480	46398	32818
SAOUHSC_02506	NC_007795.1	2313946	2314599	-	654	60298	16593	50252	38532	70274	51293
SAOUHSC_02507	NC_007795.1	2314623	2314976	-	354	24886	9918	21323	16390	28810	35961
SAOUHSC_02508	NC_007795.1	2315005	2315283	-	279	36789	9651	31990	23700	44225	41997
SAOUHSC_02509	NC_007795.1	2315350	2316183	-	834	90563	70363	77605	77018	106628	98073
SAOUHSC_02510	NC_007795.1	2316216	2316491	-	276	17251	4426	15287	14481	21221	21948
SAOUHSC_02511	NC_007795.1	2316491	2317114	-	624	44289	22390	37070	32896	50424	43170
SAOUHSC_02512	NC_007795.1	2317141	2317803	-	663	46519	24091	42211	34702	55666	48515
SAOUHSC_02512a	NC_007795.1	2317831	2318139	-	309	33207	16607	27972	21798	34871	34978
SAOUHSC_02515	NC_007795.1	2318496	2318885	+	390	400	61	431	1109	676	2405
SAOUHSC_02516	NC_007795.1	2319077	2320255	-	1179	23915	1160	44830	7241	40874	6626
SAOUHSC_02517	NC_007795.1	2320524	2322659	-	2136	4896	1424	6847	4473	6850	5973
SAOUHSC_02518	NC_007795.1	2322685	2322780	-	96	3	3	37	7	18	20
SAOUHSC_02519	NC_007795.1	2322846	2323733	+	888	846	175	1116	1786	1298	2797
SAOUHSC_02520	NC_007795.1	2323914	2324777	+	864	2618	1840	2383	4541	3378	6866
SAOUHSC_02521	NC_007795.1	2324894	2325025	-	132	8	0	14	5	7	8
SAOUHSC_02522	NC_007795.1	2325196	2326086	-	891	992	76	1405	1021	1652	1408
SAOUHSC_02523	NC_007795.1	2326237	2326401	+	165	167	13	145	377	225	278
SAOUHSC_02524	NC_007795.1	2326646	2326963	+	318	1717	239	2686	1793	2890	2231
SAOUHSC_02525	NC_007795.1	2327150	2330317	-	3168	7761	3047	7939	10369	9923	15041
SAOUHSC_02527	NC_007795.1	2330434	2331699	-	1266	4822	1845	5419	6634	6798	8564
SAOUHSC_02528	NC_007795.1	2332088	2332339	+	252	32	21	63	369	85	516
SAOUHSC_02529	NC_007795.1	2332331	2333095	-	765	719	373	806	1588	906	2502
SAOUHSC_02530	NC_007795.1	2333257	2333697	+	441	1027	3	2276	136	1703	178
SAOUHSC_02531	NC_007795.1	2333690	2334901	+	1212	3032	29	6817	331	5764	337
SAOUHSC_02532	NC_007795.1	2335005	2335355	-	351	3602	37	7078	653	6629	751
SAOUHSC_02533	NC_007795.1	2335481	2335651	+	171	5	0	9	2	19	0
SAOUHSC_02534	NC_007795.1	2335708	2335851	-	144	140	147	137	130	204	128
SAOUHSC_02535	NC_007795.1	2335823	2335942	-	120	36	1	34	42	55	39
SAOUHSC_02536	NC_007795.1	2336046	2337068	-	1023	3258	1178	2838	4546	4669	5629
SAOUHSC_02537	NC_007795.1	2337088	2337687	-	600	1014	553	773	1637	1295	1558
SAOUHSC_02538	NC_007795.1	2337694	2337927	-	234	324	149	201	345	397	255
SAOUHSC_02540	NC_007795.1	2337933	2338379	-	447	869	190	896	1040	1120	2018
SAOUHSC_02541	NC_007795.1	2338393	2338878	-	486	807	205	862	851	1100	1602
SAOUHSC_02542	NC_007795.1	2338875	2340134	-	1260	1768	824	1772	1713	2436	2351
SAOUHSC_02543	NC_007795.1	2340197	2340691	+	495	1941	396	1870	2599	2365	3262
SAOUHSC_02544	NC_007795.1	2340693	2341199	-	507	754	303	663	762	1022	922
SAOUHSC_02545	NC_007795.1	2341230	2342234	-	1005	1113	363	894	1512	1483	1904
SAOUHSC_02546	NC_007795.1	2342404	2343009	-	606	1212	445	1306	1156	1790	1409
SAOUHSC_02547	NC_007795.1	2343010	2343681	-	672	1134	185	1182	1571	1750	1795
SAOUHSC_02549	NC_007795.1	2343695	2344477	-	783	862	227	846	1543	1237	2343
SAOUHSC_02550	NC_007795.1	2344767	2345564	+	798	2065	144	1605	2511	3074	1324
SAOUHSC_02551	NC_007795.1	2345736	2346506	-	771	1432	120	1294	841	2003	796
SAOUHSC_02552	NC_007795.1	2346578	2347132	-	555	498	94	474	402	591	549
SAOUHSC_02553	NC_007795.1	2347253	2348194	-	942	421	101	342	467	485	782
SAOUHSC_02554	NC_007795.1	2348593	2349501	-	909	6047	1292	5427	5604	7306	9762
SAOUHSC_02555	NC_007795.1	2349715	2350880	-	1166	843	388	872	685	1185	1255
SAOUHSC_02557	NC_007795.1	2351097	2351987	-	891	897	31	1313	243	1741	217
SAOUHSC_02558	NC_007795.1	2352262	2352564	+	303	102	7	126	11	209	13
SAOUHSC_02559	NC_007795.1	2352578	2352988	+	411	306	7	376	28	471	27
SAOUHSC_02561	NC_007795.1	2352985	2354700	+	1716	1796	173	1737	399	2857	343
SAOUHSC_02562	NC_007795.1	2354713	2355165	+	453	580	34	644	193	1019	202
SAOUHSC_02563	NC_007795.1	2355158	2355847	+	690	711	30	938	236	1342	297
SAOUHSC_02564	NC_007795.1	2355860	2356474	+	615	1165	48	1325	396	1913	472
SAOUHSC_02565	NC_007795.1	2356474	2357310	+	837	1685	50	2272	560	3194	581
SAOUHSC_02566	NC_007795.1	2357499	2357846	-	348	15524	2460	30945	16897	34595	18240
SAOUHSC_02568	NC_007795.1	2358274	2358600	-	327	2195	601	2814	3054	3357	5245
SAOUHSC_02569	NC_007795.1	2358664	2359407	-	744	943	682	1489	2367	1451	3709
SAOUHSC_02570	NC_007795.1	2359433	2361388	-	1956	1980	1208	2117	7362	2649	9608
SAOUHSC_02571	NC_007795.1	2361998	2362801	+	804	18053	608	20096	2554	15211	1874
SAOUHSC_02572	NC_007795.1	2362818	2363060	-	243	16637	9458	13707	49364	20304	64257
SAOUHSC_02573	NC_007795.1	2363234	2364634	-	1401	1887	6312	1476	12766	1993	19834
SAOUHSC_02574	NC_007795.1	2364729	2365811	-	1083	1595	2972	1461	12118	1970	14679
SAOUHSC_02575	NC_007795.1	2366059	2366481	+	423	231	86	228	1409	324	1166
SAOUHSC_02576	NC_007795.1	2366718	2367218	+	501	1115	349	1176	1221	1019	1432
SAOUHSC_02577	NC_007795.1	2367580	2368533	+	954	4411	3208	3470	10369	5672	14780
SAOUHSC_02579	NC_007795.1	2368625	2369749	-	1125	3006	626	3578	2571	4037	2896
SAOUHSC_02580	NC_007795.1	2370060	2370698	-	639	2988	976	3175	4600	3905	5600
SAOUHSC_A02450	NC_007795.1	2370858	2371091	-	234	61	12	149	372	127	622
SAOUHSC_02581	NC_007795.1	2371319	2371792	-	474	6958	2704	6471	13053	9187	16280
SAOUHSC_02582	NC_007795.1	2371792	2374746	-	2955	35847	19597	29539	64265	40759	74686
SAOUHSC_02583	NC_007795.1	2375348	2376271	-	924	11475	2553	12006	6094	13919	9114
SAOUHSC_02584	NC_007795.1	2376428	2377225	-	798	2674	391	1280	2529	1990	3260
SAOUHSC_02585	NC_007795.1	2377610	2378302	+	693	3010	429	2935	3372	3880	6049
SAOUHSC_02587	NC_007795.1	2378949	2379686	-	738	245	88	264	1177	469	1355
SAOUHSC_02588	NC_007795.1	2379735	2380064	+	330	6	7	11	27	27	33
SAOUHSC_02589	NC_007795.1	2380509	2381381	+	873	10732	659	10886	7764	14717	8651
SAOUHSC_02590	NC_007795.1	2381768	2383147	-	1380	7515	4762	7257	15733	8001	19935
SAOUHSC_02591	NC_007795.1	2383427	2383783	+	357	382	52	417	1148	650	1744
SAOUHSC_02592	NC_007795.1	2383780	2383965	+	186	410	206	352	950	538	1370
SAOUHSC_02593	NC_007795.1	2384061	2384252	-	192	236	62	167	867	255	1131
SAOUHSC_02594	NC_007795.1	2384263	2384898	-	636	545	476	433	2440	695	5026
SAOUHSC_02595	NC_007795.1	2384973	2385890	-	918	147	230	150	2732	230	4714
SAOUHSC_02596	NC_007795.1	2386157	2386687	+	531	193	19	204	418	240	505
SAOUHSC_02597	NC_007795.1	2386753	2388357	-	1605	1647	714	1178	3456	1959	4464
SAOUHSC_02599	NC_007795.1	2388687	2389451	+	765	165	52	160	722	252	781
SAOUHSC_02600	NC_007795.1	2389509	2390015	-	507	1534	1072	1317	3344	2055	6083
SAOUHSC_02603	NC_007795.1	2391720	2392289	-	570	94	92	111	664	176	1006
SAOUHSC_02604	NC_007795.1	2392776	2393657	-	882	4864	13437	3579	19895	5641	25196
SAOUHSC_02605	NC_007795.1	2393768	2394889	-	1122	688	785	648	1676	935	2843
SAOUHSC_02606	NC_007795.1	2395166	2396404	-	1239	2057	274	1964	843	3041	1113
SAOUHSC_02607	NC_007795.1	2396404	2398065	-	1662	1909	291	1778	514	2527	765
SAOUHSC_02608	NC_007795.1	2398225	2399109	+	885	248	22	189	426	366	537
SAOUHSC_02609	NC_007795.1	2399531	2399950	+	420	32	2	32	38	48	37
SAOUHSC_02610	NC_007795.1	2400206	2401141	-	936	5809	9425	3642	13976	5795	16260
SAOUHSC_02611	NC_007795.1	2401431	2402690	+	1260	1784	494	2127	4361	2804	5078
SAOUHSC_02612	NC_007795.1	2402756	2403442	-	687	912	491	681	2492	1214	2702
SAOUHSC_02613	NC_007795.1	2403616	2404269	+	654	582	154	426	1716	793	1587
SAOUHSC_02614	NC_007795.1	2404505	2405524	-	1020	2000	600	1682	3136	2441	4676
SAOUHSC_02615	NC_007795.1	2405554	2405880	-	327	819	603	704	1631	925	3025
SAOUHSC_02616	NC_007795.1	2405929	2406114	-	186	4	0	6	13	5	6
SAOUHSC_02618	NC_007795.1	2406098	2407330	-	1233	1109	71	1274	845	1718	1103
SAOUHSC_02619	NC_007795.1	2407323	2408222	-	900	275	7	298	197	392	225
SAOUHSC_02620	NC_007795.1	2408453	2409100	-	648	3371	76	5109	569	4904	784
SAOUHSC_02621	NC_007795.1	2409499	2410107	+	609	226	244	199	338	370	344
SAOUHSC_02622	NC_007795.1	2410444	2411652	+	1209	931	103	962	697	1127	517
SAOUHSC_02623	NC_007795.1	2411700	2412749	-	1050	4170	1379	4269	4719	5484	5774
SAOUHSC_02624	NC_007795.1	2412780	2413727	-	948	1216	134	1246	2060	1578	2208
SAOUHSC_02625	NC_007795.1	2413824	2414315	+	492	626	103	543	1382	902	2114
SAOUHSC_02626	NC_007795.1	2414312	2414731	+	420	885	529	736	2115	1139	3476
